filepath,label,class
bird_data/5 - PURPLE FINCH/5_143.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_144.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_145.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_146.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_147.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_148.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_149.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_150.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_151.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_152.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_153.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_154.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_155.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_156.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_157.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_158.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_159.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_160.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_161.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_162.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_163.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_17.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_18.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_19.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_20.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_21.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_22.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_23.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_24.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_25.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_26.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_27.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_28.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_29.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_30.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_31.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_32.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_33.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_34.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_35.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_36.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_37.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_38.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_39.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_40.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_41.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_42.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_43.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_44.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_45.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_46.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_47.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_48.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_49.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_50.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_51.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_52.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_53.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_54.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_55.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_56.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_57.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_58.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_59.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_60.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_61.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_62.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_63.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_64.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_65.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_66.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_67.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_68.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_69.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_70.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_71.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_72.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_73.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_74.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_75.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_76.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_77.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_78.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_79.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_80.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_81.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_82.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_83.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_84.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_85.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_86.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_87.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_88.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_89.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_90.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_91.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_92.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_93.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_94.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_95.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_96.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_97.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_98.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_99.jpg,5,PURPLE FINCH
bird_data/6 - PEACOCK/6_100.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_101.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_102.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_103.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_104.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_105.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_106.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_107.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_108.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_109.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_110.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_111.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_112.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_113.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_114.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_115.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_116.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_117.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_118.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_119.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_120.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_121.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_122.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_123.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_124.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_125.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_126.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_127.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_128.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_129.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_130.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_131.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_132.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_133.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_134.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_135.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_136.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_137.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_138.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_139.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_140.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_141.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_142.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_143.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_144.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_145.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_146.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_147.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_148.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_149.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_150.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_151.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_152.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_153.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_154.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_155.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_156.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_157.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_158.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_159.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_160.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_161.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_162.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_163.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_164.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_165.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_166.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_17.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_18.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_19.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_20.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_21.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_22.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_23.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_24.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_25.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_26.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_27.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_28.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_29.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_30.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_31.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_32.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_33.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_34.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_35.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_36.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_37.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_38.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_39.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_40.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_41.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_42.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_43.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_44.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_45.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_46.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_47.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_48.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_49.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_50.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_51.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_52.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_53.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_54.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_55.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_56.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_57.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_58.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_59.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_60.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_61.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_62.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_63.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_64.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_65.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_66.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_67.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_68.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_69.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_70.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_71.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_72.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_73.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_74.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_75.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_76.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_77.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_78.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_79.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_80.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_81.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_82.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_83.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_84.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_85.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_86.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_87.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_88.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_89.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_90.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_91.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_92.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_93.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_94.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_95.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_96.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_97.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_98.jpg,6,PEACOCK
bird_data/6 - PEACOCK/6_99.jpg,6,PEACOCK
bird_data/7 - ALBATROSS/7_100.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_101.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_102.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_103.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_104.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_105.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_106.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_107.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_108.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_109.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_110.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_111.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_112.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_113.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_114.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_115.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_116.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_117.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_118.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_119.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_120.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_121.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_122.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_123.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_124.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_125.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_126.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_127.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_128.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_129.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_130.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_131.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_132.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_133.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_134.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_135.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_136.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_137.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_138.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_139.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_140.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_141.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_142.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_143.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_15.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_16.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_17.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_18.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_19.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_20.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_21.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_22.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_23.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_24.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_25.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_26.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_27.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_28.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_29.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_30.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_31.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_32.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_33.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_34.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_35.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_36.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_37.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_38.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_39.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_40.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_41.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_42.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_43.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_44.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_45.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_46.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_47.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_48.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_49.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_50.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_51.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_52.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_53.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_54.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_55.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_56.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_57.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_58.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_59.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_60.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_61.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_62.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_63.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_64.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_65.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_66.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_67.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_68.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_69.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_70.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_71.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_72.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_73.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_74.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_75.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_76.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_77.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_78.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_79.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_80.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_81.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_82.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_83.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_84.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_85.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_86.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_87.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_88.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_89.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_90.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_91.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_92.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_93.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_94.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_95.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_96.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_97.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_98.jpg,7,ALBATROSS
bird_data/7 - ALBATROSS/7_99.jpg,7,ALBATROSS
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_100.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_101.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_102.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_103.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_104.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_105.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_106.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_107.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_108.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_109.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_110.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_111.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_112.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_113.jpg,8,RUBY THROATED HUMMINGBIRD
bird_data/8 - RUBY THROATED HUMMINGBIRD/8_114.jpg,8,RUBY THROATED HUMMINGBIRD
